City,Business Name,Web Site,Location,Phone
Dayton,Dorthy Lane Dental, http://www.dorothylanedental.com/,"Dayton, OH",937-298-4221
Dayton,Michael Halasz DDS, http://www.drhalasz.com/,"Dayton, OH",937-298-9028
Toledo,Hires Dental Care, http://www.hiresdentalstudio.com/,"Toledo, OH",419 475 6673
Toledo,Dr. Shabbir Hashim and Associates, http://www.toledodentist.com/,"Toledo, OH",(419) 537-9352
Toledo,Sun Dental and Dentures, http://www.sundentalanddentures.com/,"Toledo, OH",(419) 478-4440
Toledo,Jon Frankel  DDS, http://www.jonfrankeldentistry.com,"Toledo, OH",(419) 474-9611
Toledo,Kozy Dental Care, http://www.kozydds.com/,"Toledo, OH",419-578-2380
Oklahoma,My Dentist,http://www.mydentistinc.com/,"Oklahoma City, OK",(405) 948-8779
Oklahoma,Griffin & Reed Cosmetic Dentistry,http://www.griffinreed.com/,"Edmond, OK",(405) 348-2266
Oklahoma,Coulson & Sherry,http://www.coulsonandsherry.com/,"Yukon, OK",(405) 354-1861
Oklahoma,Norman Smile Center,http://www.normansmilecenter.com/,"Norman, Oklahoma",(405) 329-6603
Oklahoma,"Michael R. Steffen, DMD",http://www.steffendental.com/,"Tulsa, OK",(918) 663-7928
Oklahoma,Woodlands Family Dentistry,http://www.woodlandsdentistry.net/,"Midwest City, OK",(405) 732-1181
Oklahoma,"Christian H Pilgrim, DDS",http://christianhpilgrimdds.com/,"Oklahoma City, Oklahoma",(405) 691-0836
Oklahoma,Owasso Cosmetic Dentistry,http://www.owassocosmeticdentistry.com/,"Owasso, Oklahoma",(918) 274-3779
Oklahoma,Stephen H Miller DDS,http://www.stillwater-dentist.com/,Stillwater OK,(405) 372-5040
Oklahoma,Ada Smile Place,http://www.adasmileplace.com/,"Ada, Oklahoma",(580) 332-1660
Beaverton,Dentist Beaverton,https://www.edentalnw.com/,"1600 SW Cedar Hills Blvd, Beaverton, OR 97225-5439",(503) 292-2125
Beaverton,Definition Dental,https://www.definitiondental.com/,"12850 Southwest Canyon Road, Beaverton, OR 97005-2166",(503) 644-8900
Beaverton,Smiles Northwest,https://www.smilesnw.com/,"2405 SW Cedar Hills Blvd., Beaverton, OR 97005",(503) 644-7763
Beaverton,Morelli Dentistry,https://morellidentistry.com/,"12755 SW 2nd St., Beaverton, OR 97005",(503) 644-1953
Beaverton,Cedar Hills Dental,https://morellidentistry.com/,"12745 SW Walker Road Suite 400, Beaverton, OR 97005",(503) 469-8404
Eugene,Oregon Family Dental, http://www.oregonfamilydental.org/,"Eugene, OR",541-344-7900
Eugene,"Jack R. Rocheld, DDS, PC", http://www.rocheld.com/,"Eugene, OR",541-683-8646
Eugene,"Mark A. O'Hara, DDS, PC", http://www.myeugenedentist.com/,"Eugene, OR",541. 344. 0413
Eugene,"Mercedes R Del Valle, DDS, FAGD, PC", http://www.mercedesdelvalle.com/,"Eugene, OR",541-341-1404
Eugene,"Thomas E. Houston, DMD", http://www.smilesbyhouston.com/,"Eugene, OR",(541) 485-6646
Portland,Leslie Robert Milfred DDS,http://www.drmilfred.com/,"Portland, OR",(503) 227-4410
Portland,"Paul E. Ortiz, DMD, PC",http://www.drpauleortizdmd.com/,"Portland, OR",(503) 234-7870
Portland,Bravo Smile,http://www.bravosmile.com/,"Portland, OR",(503) 222-3591
Portland,TenderCare Dental Centers,http://www.tendercaredental.com/,"Portland, OR",(503) 771-5444
Portland,"Midland Family Dentistry,  PC",http://www.midlandfamilydentistry.com/,"Portland, OR",(503) 252-8338
Portland,Dreamsmiles,http://www.sedationdentistbeaverton.com/,"Portland, OR",(503) 626-7007
Portland,McLoughlin Dental Care,http://www.oregondentist.com/,"Portland, OR",(503) 654-9565
Portland,Dental Professionals,http://www.snoozedentist.com/,"Portland, OR",(503) 684-8445
Portland,"Dr. Nathan J. Tanner, DMD",http://www.tannerfamilydentistry.com/,"Portland, OR",(503) 643-6643
Portland,"Cedar Hills Dental Care, PC",http://www.cedarhillsdentalcare.com/,"Portland, OR",(503) 643-7502
Salem,"Holly Chamberlain, D.D.S.", http://www.hollychamberlaindentist.com/,"Salem, OR",503-363-8625
Salem,Salem Dental Studio, http://www.salemdentalstudio.com/,"Salem, OR",503-566-7000
Salem,Dental West Associates, http://www.dentalwestassociates.com/,"Salem, OR",(503) 399-0220
Salem,Gentle Dental Bush Park, http://www.gentle1.com/,"Salem, OR",(503) 363-3311
Salem,Salem Riverfront Dental, http://www.salemriverfrontdental.com/,"Salem, OR",503-370-7651
Pittsburgh,Fox Chapel Advanced Dental Care, http://www.foxchapeldentistry.com/,"Pittsburgh, PA",(412) 781-3030
Pittsburgh,"Bruce Parker, DMD", http://www.bruceparkerdmd.com/,"Pittsburgh, PA",412-422-5959
Pittsburgh,"Dr. Babak Firouzi, DMD", http://www.pittsburghaestheticsmiles.com/,"Pittsburgh, PA",412-344-7755
Pittsburgh,"Smile Studio - Michael Cushman, DDS", http://www.drmcushman.com/,"Pittsburgh, PA",412-682-6700
Pittsburgh,Cantor & Pounds Dental Associates, http://www.pittsburghdentalarts.com/,"Pittsburgh, PA",412.261.2500
Philadelphia,Dentistry at 1818 Market St.,http://www.centercitydentist.com/,"Philadelphia, PA",(215) 352-3993
Philadelphia,"Dr. Ken Circa, DMD",http://www.phillydentistry.com/,"Philadelphia, PA",(215) 568-6222
Philadelphia,Main Street Dental,http://www.openyourmouth.com/,"Philadelphia, PA",(215) 557-6668
Philadelphia,JFK Dental Care,http://www.jfkdental.com/,"Philadelphia, PA",(866) 353-5773
Philadelphia,The Perio Group,http://www.theperiogroup.com/,"Philadelphia, PA",(215) 735-3660
Philadelphia,Pennsylvania Center for Dental Excellence,http://www.pcde.com/,"Philadelphia, PA",(215) 969-4400
Philadelphia,"Jack Gorin, DDS",http://www.drjackgorin.com/,"Philadelphia, PA",(215) 342-1216
Philadelphia,Jeffrey Bendler DDS,http://www.jeffreybendlerdds.com/,"Philadelphia, PA",(215) 632-8380
Philadelphia,Drew A Shulman DMD FAGD,http://www.cosmeticdentistphiladelphia.com/,"Philadelphia, PA",(215) 969-8080
Philadelphia,Smile Line Dental,http://www.smilelinedental.net/,"Philadelphia, PA",(215) 487-1459
Providence,Lena D Karkalas DDS, http://www.confidentsmiles.net/,"Providence, RI",(401)861-2140
Providence,Angell Street Dental Associates, http://www.angellstreetdental.com/,"Providence, RI",(401) 272-2331
Providence,"Drs. Rubinstein and Ducoff, Inc.", http://www.drsrubinsteinandducoff.com/,"Providence, RI",401-861-4358
Providence,"Larry Levin,  DMD", http://www.levindental.com/,"Providence, RI",401-331-1116
Providence,Hodosh Dental Associates, http://www.hodosh.com/,"Providence, RI",(401) 467-4600
Columbia,"Dr. Jacob Wehman, DMD", http://www.columbia-dental-care.com/,"Columbia, SC",803-753-8172
Columbia,Davis & Dingle Family Dentistry, http://www.davisanddingle.com/,"Columbia, SC",803-255-0200
Columbia,"David M. Lovit, DMD", http://www.drlovit.com/,"Columbia, SC",(803) 787-4900
Columbia,Smile Columbia Dentistry, http://www.smilecolumbia.com/,"Columbia, SC",803.781.9090
Columbia,"Doug Forbes, DMD", http://www.getabettersmile.com/,"Columbia, SC",(803) 798-1670
Sioux Falls,"Edward R. Kusek, D.D.S.", http://www.drkusek.com/,"Sioux Falls, SD",(605) 371-3443
Sioux Falls,South Western Dental, http://www.smilesbyswdental.com/,"Sioux Falls, SD",(605) 339-2200
Sioux Falls,Dental Comfort Center, http://www.graberfamilydentistry.com/,"Sioux Falls, SD",(605) 339-1369
Sioux Falls,Great Plains Dental, http://www.gplainsdental.com/,"Sioux Falls, SD",605-339-2955
Sioux Falls,Sensational Smiles, http://www.sensationalsmiles4u.com/,"Sioux Falls, SD",605.332.4751
Clarksville,Richard C. Ribeiro, http://www.smileclarksville.com/,"Clarksville, TN",931-431-0200
Clarksville,"Dr. Tony K. Pace, Jr.", http://www.tkpacedds.com/,"Clarksville, TN",931-647-3960
Clarksville,Dental Spa Clarksville, http://www.clarksvilledentalspa.com/,"Clarksville, TN",931.647.8437
Clarksville,Dr. Christine R. Wenrick, http://www.drwenrick.com/,"Clarksville, TN",(931) 551-3351
Clarksville,Clarksville Dental Center, http://www.clarksvilledent.com/,"Clarksville, TN",931-572-9152
Chattanooga,Chattanooga Family Dentistry, http://www.chattanoogadentist.com/,"Chattanooga, TN",(423) 553-8858
Chattanooga,Brogdon Dental, http://brogdondentalpc.com/,"Chattanooga, TN",423-870-5698
Chattanooga,Dental Centers, http://www.dentalcenterstn.com/,"Chattanooga, TN",423-894-5223
Chattanooga,Dentistry of Chattanooga, http://www.dentistryofchattanooga.com/,"Chattanooga, TN",(423) 894-0052
Chattanooga,Shabo Dental Center, http://www.shabodentalcenter.com/,"Chattanooga, TN",(423) 894-4084
Knoxville,Knoxville Dental Center, http://knoxvilledentalcenter.com/,"Knoxville, TN",(865) 523-1072
Knoxville,DentalWorks, http://www.dentalworks.com/,"Knoxville, TN",888-568-6684
Knoxville,Dr. Ruth E. Bailey, http://www.ruthbaileydds.com/,"Knoxville, TN",(865) 588-1294
Knoxville,"Thomas G. Zarger, Jr., D.D.S.", http://www.knoxvilledentalmakeover.com/,"Knoxville, TN",(865) 686-8422
Knoxville,"James F. Kotsianas, DDS", http://www.kotsianasdds.com/,"Knoxville, TN",865.584.0276
Memphis,Smile Center,http://www.smilecentermemphis.com/,"Memphis, Tennessee",(901) 309-1333
Memphis,Smile Studios Of Memphis,http://www.smilestudios.biz/,"Memphis, Tennessee",(901) 346-1820
Memphis,Memphis Center for Cosmetic Dentistry,http://www.beautifulsmiles.org/,"Memphis, Tennessee",(901)  761-2210
Memphis,Pat Clark DDS,http://www.patclarkdds.com/,"Memphis, Tennessee",(901) 309-3045
Memphis,"Avery & Meadows, DDS",http://averyandmeadows.com/,"Memphis, Tennessee",(901) 452-0040
Memphis,East Memphis Dental Group,http://www.emdentalgroup.com/,"Memphis, Tennessee",(901)  681-0408
Memphis,Gentle Dental,http://www.parkstationdentalgroup.com/,"Memphis, Tennessee",(901)  537-0077
Memphis,Park Station Dental Group,http://www.parkstationdentalgroup.com/,"Memphis, Tennessee",(901) 685-1152
Memphis,Desser Dental Group,http://www.messerdentalgroup.com/,"Memphis, Tennessee",866-560-3444
Memphis,Dynamic Dental Smiles of Midtown,http://www.dynamicdentalsmilesofmidtown.com/,"Memphis, Tennessee",(901) 272-1065
Nashville,Clint Newman DDS, http://www.clintnewmandds.com/,"Nashville, TN",615-385-3507
Nashville,Dentistry of Nashville, http://www.dentistryofnashville.com/,"Nashville, TN",(615) 383-3690
Nashville,"Thomas W. Nabors, DDS", http://www.thomasnabors.com/,"Nashville, TN",615.256.1600
Nashville,Embassy Dental, http://www.embassydental.com/,"Nashville, TN",615-673-7627
Nashville,"David Roach, D.D.S", http://www.greenhillsdentist.net/,"Nashville, TN",615-383-7801
Amarillo,"David C. Woodburn, DDS, PA", http://www.dentaldave.com/,"Amarillo, TX",800-753-2464
Amarillo,"Clinton L. Esler, D.D.S.", http://www.amarillosmiles.com/,"Amarillo, TX",(806) 358-8021
Amarillo,Panhandle Dental, http://www.panhandledental.com/,"Amarillo, TX",806.677.0202
Amarillo,Amarillo Family Dentistry, http://www.amarillofamilydentistry.com/,"Amarillo, TX",806-372-3076
Amarillo,Dr. Ken Comer DDS, http://clearbracesamarillo.com/,"Amarillo, TX",(806) 553-6837
Arlington,"James T Gray, D.D.S.", http://www.ballstonmetrodental.com/,"Arlington, TX",817-460-4131
Arlington,Susan Hollar, http://www.susanhollar.com/#,"Arlington, TX",(817) 261-3392
Arlington,Dr. Franklyn Alexander, http://fyidentist.com/,"Arlington, TX",(817) 460-4712
Arlington,Steven Ratcliff Family and Cosmetic Dentistry, http://www.myarlingtoncosmeticdentist.com/,"Arlington, TX",817-479-9221
Arlington,Diamond Dental Care, http://www.diamonddentalcarepc.com/,"Arlington, TX",817-563-1111
Austin,Center for Cosmetic Dentistry-Austin,http://www.dazzlingsmiles.com/,"Austin, TX",(512) 892-5335
Austin,"Michael C. Bell, DDS, PC",http://www.mbelldds.com/,"Austin, TX",(512) 327-7750
Austin,38th Street Dental,http://www.38thstreetdental.com/,"Austin, TX",(512) 458-6222
Austin,Babineau Cosmetic and Family Dentristy,http://babineausmiles.com/,"Austin, TX",(512) 306-8900
Austin,Rose Dental Group,http://www.rosedental.net/,"Austin, TX",(512) 795-9643
Austin,Downtown Dental Design,http://www.downtowndentaldesign.com/,"Austin, TX",(512) 484-9383
Austin,"Robert T. Wootton, D.D.S.",http://www.familydentistryaustin.com/,"Austin, TX",(512) 472-2246
Austin,Austin Smile Creations,http://www.austinsmilecreations.com/,"Austin, TX",(512) 329-5555
Austin,Foster Famiy Dentistry,http://www.fosterfamilydentistry.com/,"Austin, TX",(512) 892-2273
Austin,Advanced Smiles Dental,http://www.advancedsmilesdental.com/,"Austin, TX",(512) 258-3384
Brownsville,"Alan D. Merta, DDS", http://www.mertadentistry.com/,"Brownsville, TX",956-621-3333
Brownsville,"Tara Rios, DDS", http://www.drtarariosdds.com/,"Brownsville, TX",(956) 542-1956
Brownsville,"C. Allan Ng D.D.S., P.C.", http://www.valleywideaesthetics.com/,"Brownsville, TX",956-982-1533
Brownsville,David Pedley DDS, http://www.brownsvillesmiles.com/,"Brownsville, TX",956-541-8200
Brownsville,ValleVillarreal Dental Center, http://vallevillarrealdentalcenter.com/,"Brownsville, TX",(956) 542-5545
Corpus Christi,"Kenneth Gonzales, DDS", http://www.gonzalessmiles.com/,"Corpus Christi, TX",361-992-2421
Corpus Christi,Dr. John T. Timm DDS, http://www.smilesofcorpuschristi.com/,"Corpus Christi, TX",361.854.5181
Corpus Christi,Dawod Dental Center, http://www.dawoddentalcenter.com/,"Corpus Christi, TX",361-992-8531
Corpus Christi,Robertson and Orchard D.D.S., http://www.robertsonandorchard.com/,"Corpus Christi, TX",361-992-3011
Corpus Christi,"Apple Dental Center, Inc.", http://www.appledentalcenterinc.com/,"Corpus Christi, TX",361-993-9551
Dallas,Uptown Dental Care,http://www.uptowndentaltx.com/,"Dallas, TX",(214) 740-1186
Dallas,"James K. Martin, DDS",http://www.jamesmartindds.com/,"Dallas, TX",(972) 661-3666
Dallas,Dallas Laser Dentistry,http://www.dallaslaserdentist.com/,"Dallas, TX",(214) 739-8888
Dallas,Cosmetic Dentistry of Dallas,http://www.perfectgrin.com/,"Dallas, TX",(214) 824-2130
Dallas,Davis T Bob DDS,http://www.tbobdavis.com,"Dallas, TX",(214) 553-8499
Dallas,"Ritu M Rao, D.D.S.",http://www.raodentistry.com,"Dallas, TX",(214) 522-3110
Dallas,Reisman Dental Group,http://www.reismandentalgroup.com/,"Dallas, TX",(972) 566-4990
Dallas,Park Cities Dental Care,http://www.parkcitiesdentalcare.com/,"Dallas, TX",(214) 351-2311
Dallas,Gary L Harris DDS,http://www.garylharrisdds.com/,"Dallas, TX",(214) 368-0514
Dallas,Dallas Designer Smiles,http://www.2grin.com/,"Dallas, TX",(214) 363-7777
El Paso,"Steven Spivack, DDS", http://www.docsmiles.com/,"El Paso, Texas",915-755-7697
El Paso,Vista Hills Family Dental, http://www.vistahillsfamilydental.com/,"El Paso, Texas",915-592-2097
El Paso,Ruiz Dental, http://www.ruizdds.com/,"El Paso, Texas",(915) 593-6661
El Paso,"Frances Lovelady, DDS", http://www.loveladydds.com/,"El Paso, Texas",915-833-9597
El Paso,Mountain Park Dental, http://www.mountainparkdental.com/,"El Paso, Texas",(915) 755-4006
Fort Worth,"William C. Roddy, DDS", http://www.roddydds.com/,"Forth Worth, TX",817-336-0212
Fort Worth,Dr. Mitch Conditt, http://www.drmitchconditt.com/,"Forth Worth, TX",682.224.7751
Fort Worth,"Nikki P. Green, DDS and Robert W. Leedy, DDS", http://www.ngreendental.com/,"Forth Worth, TX",817-737-6601
Fort Worth,Dr. Brit Phillips, http://www.britphillipsdds.com/,"Forth Worth, TX",(817) 361-1999
Fort Worth,"Robert D. Batton, DDS and Justin B. Harlin, DDS", http://www.smilefortworth.net/,"Forth Worth, TX",817.918.4199
Garland,"Gregory Allen Kerbel, D.D.S.", http://www.drgregkerbel.com/,"Garland, TX",(972)278-9901
Garland,Dr. Ronald Rogers & Robert McNeil, http://www.cosmeticdentistryingarland.com/,"Garland, TX",(972) 272-8571
Garland,"Dr. Gary Paterick, DDS", http://www.dentistindallastx.com/,"Garland, TX",(972) 530-7979
Garland,Cosmetic and Restorative Dentistry, http://www.richardbakerdds.com/,"Garland, TX",(972) 840-6100
Garland,Elite Dental Associates, http://elitedentalonline.com/,"Garland, TX",972-530-7374
Grand Prairie,"W.R. Harrison, DDS & Associates", http://www.allsmilesfamilydentistry.net/,"Grand Prairie, TX",972-264-2466
Grand Prairie,The Dental Place, http://www.thedentalplace.net/,"Grand Prairie, TX",972-264-5795
Grand Prairie,Henry Guy DDS, http://www.henryguydds.com/,"Grand Prairie, TX",972-647-4300
Grand Prairie,Great Southwest Family Dental, http://www.greatsouthwestfamilydental.com/,"Grand Prairie, TX",972-660-8457
Grand Prairie,Smiles Family Dentistry, http://www.grandprairiedentists.org/,"Grand Prairie, TX",469-212-0454
Houston,The Tanglewood Dentistry,http://www.tanglewoodsmiles.com/,"Houston, TX",(713) 789.1225
Houston,River Oaks Center for Dentistry,http://www.dentalimplantshouston.net/,"Houston, TX",(713) 526.2904
Houston,Cosmetic Dentists of Houston,http://www.houstondental.com/,"Houston, TX",(713) 622-1977
Houston,"John Krell, DDS",http://www.houstoncosmeticdental.com/,"Houston, TX",(713) 877-1775
Houston,Memorial Dentistry,http://www.memorialdentistry.com/,"Houston, TX",(713) 467-3458
Houston,Midtown Dentistry,http://www.midtowndentistry.com/,"Houston, TX",(713) 807-9877
Houston,Dr. Craig S. Armstrong DDS,http://www.craigarmstrongdds.com/,"Houston, TX",(832) 251-1234
Houston,Precise Dental of Houston,http://www.precisedental.net/,"Houston, TX",(713) 812-1712
Houston,Dental Illusions,http://www.dentalillusions.com/,"Houston, TX",(281) 444-1755
Houston,Konig Center for Cosmetic and Comprehensive Dentistry,http://www.konigdds.com/,"Houston, TX",(713) 668-2289
Irving,Cosmetic And Family Dentistry, http://www.cosmeticdentistryoflascolinas.com/,"Irving , TX",(972) 556-1172
Irving,Radiance Dentistry, http://www.radiancedentistry.com/,"Irving , TX",972-961-7834
Irving,"Howard O. Pangburn, DDS", http://www.drpangburn.com/,"Irving , TX",(972) 255-1102
Irving,Gentle Dentistry of Las Colinas, http://www.drjanetglenn.com/,"Irving , TX",972.594.0022
Irving,MacArthur Park Dentistry, http://www.macarthurparkdentistry.com,"Irving , TX",972-831-9600
Laredo,Laredo Dental Care, http://www.laredodentalcare.com/,"Laredo, TX",(888)477-9785
Laredo,"J. Manuel Gonzalez, Jr., D.D.S.", http://www.laredocosmeticdentist.com/,"Laredo, TX",956 726-9975
Laredo,Adonai Dental Clinic, http://www.adonaidentalclinic.com,"Laredo, TX",(956) 727-8200
Laredo,"J Manuel Gonzalez, D.D.S.", http://www.cosmeticaretoday.com/,"Laredo, TX",(888) 470-3239
Laredo,McPherson Dental Center, http://www.mcphersondental.com,"Laredo, TX",(956) 717-8899
Lubbock,Jeremy J. Burke DDS PPA, http://www.beautifulsmileslubbock.com/,"Lubbock, TX",806.792.2311
Lubbock,Grimes Dentistry, http://www.grimesdentistry.com/,"Lubbock, TX",(806) 798-3384
Lubbock,Kathleen Nichols Dentistry, http://www.kathleennicholsdds.com/,"Lubbock, TX",806.698.6684
Lubbock,Timothy Williams DDS, http://www.smilelubbock.com/,"Lubbock, TX",806.794.4500
Lubbock,Harkins and Hancock Dentistry, http://www.smilesofwesttexas.com,"Lubbock, TX",(806) 797-6453
McAllen,Burkett Dentistry, http://www.burkettdentistry.com/,"McAllen, TX",(956) 686-5577
McAllen,"Gil Villarreal Jr. D.D.S.,P.C.", http://www.medpointdental.com/,"McAllen, TX",(956) 631-7177
McAllen,Riley York Dentistry, http://www.rileyyorkdentistry.com/,"McAllen, TX",(956) 682-6356
McAllen,McAllen Dental Associates, http://www.dentalmcallen.com/,"McAllen, TX",956-686-5000
McAllen,RGV Smiles, http://www.rgvsmilesdental.com/,"McAllen, TX",956.661.0900
McKinney,McKinney Dentist, http://www.mckinneydentist.com/,"McKinney, TX",972-547-6453
McKinney,"Advant Dental, PA", http://www.smilemakerusa.com/,"McKinney, TX",972-346-2992
McKinney,Stonebridge Ranch Smiles, http://www.stonebridgeranchsmiles.com/,"McKinney, TX",(972) 984-1882
McKinney,Nelson & Associates Family Dentistry, http://www.nelsonandassociatesdentistry.com/,"McKinney, TX",972-408-1982
McKinney,Dr. Michael Imboden, http://www.smilemckinney.com/,"McKinney, TX",972-542-3005
Mesquite,Creek Crossing Dental Care -Dental Works, http://www.dentalworks.com/,"Mesquite, TX",(469) 341-3888
Mesquite,Dr. William B. Langston, http://www.williamlangstondds.com/,"Mesquite, TX",972-270-6533
Mesquite,"Byron McKnight, DDS, MAGD", http://www.mcknightdental.com/,"Mesquite, TX",972-698-8000
Mesquite,Dr. Hal J Board, http://www.drhalboard.com/,"Mesquite, TX",(972) 279-6506
Mesquite,Varghese George. D.D.S., http://www.mesquitedental.net/,"Mesquite, TX",(972) 285-8020
Pasadena,"Michael R. Nugent, DDS", http://thepasadenatexasdentist.com,"Pasadena, TX",(713) 941-8261
Pasadena,4Smiling Aesthetic Dentistry, http://www.4smiling.com/,"Pasadena, TX",(281) 991-1361
Pasadena,Sierra Cosmetic and Family Dentistry, http://www.sierrasmiles4u.com/,"Pasadena, TX",713- 943-2094
Pasadena,Pasadena Family Dentistry, http://www.pasadenafamilydentistry.com/,"Pasadena, TX",713.946.5171
Pasadena,Fairmont Dental Care, http://www.fairmontdentalcare.com/,"Pasadena, TX",281-487-1486
Plano,Plano General & Cosmetic Dentistry, http://www.bmpdentistry.com/,"Newark, NJ",972.423.4834
Plano,Image Care Dental, http://www.imagecaredentalgroup.com/,"Plano, TX",972-256-8312
Plano,"Ron Bosher, D.D.S., F.A.G.D.", http://www.drbosher.com/,"Plano, TX",877.534.9212
Plano,"Williams & Sivie, DDS", http://www.williamsandsivie.com/,"Plano, TX",972.596.9697
Waco,Brazos Family Dentistry, http://www.brazosfamilydentistry.com/,"Waco, TX",(254)799-5746
Waco,Dr. David Rhoden, http://www.drrhoden.com/,"Waco, TX",254-399-0390
Waco,"Mark McCall, DDS", http://wacotexasdentist.com/,"Waco, TX",(254) 753-3634
Waco,"Corbet C. Locke, DDS", http://www.corbetlockedds.com/,"Waco, TX",(254) 776-4888
Waco,Starr General Dentistry, http://www.starrdentistry.com/,"Waco, TX",(254) 776-7410
Salt Lake City,Dental designs of Salt Lake, http://www.smileslc.com/,"Salt Lake City, UT",801-355-2202
Salt Lake City,"Rodney S. Gleave, DMD", http://www.slcsmiles.com/,"Salt Lake City, UT",801-262-0744
Salt Lake City,Warr Dental, http://www.warrdental.com/,"Salt Lake City, UT",(801) 216-3713
Salt Lake City,Premier Cosmetic Dental Center, http://www.gatewaydentalarts.com/,"Salt Lake City, UT",(801) 321-7600
Salt Lake City,Legacy Dental, http://www.legacydental.com/,"Salt Lake City, UT",801.878.0370
West Valley City,Westways Dental, http://www.westwaysdental.com/,"West Valley City, UT",(801) 969-1400
West Valley City,Rivers Edge Dental, http://www.riversedgedentalutah.com/,"West Valley City, UT",(801) 978-1000
West Valley City,Baker & Baker, http://www.bakerbakerdds.com/,"West Valley City, UT",801-964-8300
West Valley City,West 56th Dental, http://www.west56thdental.com/,"West Valley City, UT",(801) 964-0444
West Valley City,Pioneer Valley Dental, http://www.pioneervalleydental.com/,"West Valley City, UT",801-969-6200
Alexandria,"Lawrence D. Singer, DMD", http://www.dcsmiles.com/,"Alexandria, VA",703.299.4614
Alexandria,"John Kling, DDS", http://www.drjohnkling.com/,"Alexandria, VA",703-299-8444
Alexandria,Alexandria Old Town Dental, http://www.alexoldtowndental.com/,"Alexandria, VA",(703)549-1331
Alexandria,"Alex McMillan IV, DDS", http://www.mcmillansedationdentistry.com/,"Alexandria, VA",703-503-9490
Alexandria,Kim Kitchen DDS, http://www.oldtownsmiles.com/,"Alexandria, VA",703.836.7000
Chesapeake,"Robert A. Simmons, DDS", http://www.robertasimmonsdds.com/,"Chesapeake, VA",757-421-7181
Chesapeake,Greenbrier Dental Center, http://www.dretheridge.com,"Chesapeake, VA",757-547-2266
Chesapeake,David B Graham DDS, http://www.cosmeticdentistchesapeake.com/,"Chesapeake, VA",(757)547-7070
Chesapeake,The Center for Cosmetic and Restorative Dentistry, http://www.tccrd.com/,"Chesapeake, VA",757-546-5262
Chesapeake,Eastern Virginia Family & Cosmetic Dentistry, http://www.easternvirginiadental.com/,"Chesapeake, VA",757.483.6297
Hampton,Caring For Kids & Parents, http://caring4kids.com/,"Hampton, VA",757-896-4900
Hampton,Harrison  & Smith Dentistry, http://harrisonandsmith.com/,"Hampton, VA",(757) 827-0250
Hampton,Joe Siragusa DDS, http://www.vadental.com/,"Hampton, VA",(757) 826-3636
Hampton,"Steven L. Perlman, DDS, LTD", http://www.perlmandds.com/,"Hampton, VA",(757) 826-7372
Hampton,LeJeune Family Dentistry, http://www.lejeunedentistry.com/,"Hampton, VA",(757) 827-9114
Newport News,Oyster Point Dentistry, http://www.oysterpointdentistry.com/,"Newport News, VA",866-816-0967
Newport News,"Clifford T. Goodwin, DDS", http://www.cliffordtgoodwindds.com/,"Newport News, VA",757-930-3744
Newport News,Port Warwick Dental Arts, http://www.pwdentalarts.com/,"Newport News, VA",757-273-8101
Newport News,"Mark B. Artzer, DDS", http://www.markartzerdds.com/,"Newport News, VA",757-595-8405
Newport News,City Center Dental Care, http://www.dentalcare4u.com/,"Newport News, VA",757.873.3001
Norfolk,The Folleck Center, http://www.thefoleckcenter.com/,"Norfolk, VA",757-623-0283
Norfolk,Partners in Dental Health, http://partnersindentalhealth.com/,"Norfolk, VA",757-588-1563
Norfolk,"Catherine Oden Fulton, DDS", http://www.drcatherinefulton.com/,"Norfolk, VA",757.489.1331
Norfolk,O�Keefe Family Dentistry, http://www.okeefedentistry.com/,"Norfolk, VA",(757) 440 7955
Norfolk,Konikoff Family Dentistry, http://www.konikoffdds.com/,"Norfolk, VA",(757) 583-1535
Richmond,Brown Snow Reynolds, http://www.richmondcosmeticdentistry.com/,"Richmond, VA",(804) 886-3316
Richmond,Richmond Smile Center, http://www.martinsmiles.com/,"Richmond, VA",(804) 320 6800
Richmond,"Jeffrey K. Friend, DDS", http://www.docfriend.com/,"Richmond, VA",804.282.3837
Richmond,Excellence In Dentistry, http://www.nofdentistry.com/,"Richmond, VA",804.288.0102
Richmond,"Dr. Rossetti and Dr. Myers, DDS", http://www.richmond-dentistry.com/,"Richmond, VA",804-747-0090
Virginia Beach,"Carol F. Morgan, DDS", http://www.hrccd.com/,"Virginia Beach, VA",(757) 412-1400
Virginia Beach,"Michael P. Folck, DDS", http://www.michaelfolckdds.com/,"Virginia Beach, VA",757.428.7440
Virginia Beach,Oceanfront Dentistry, http://www.oceanfrontdentistry.com/,"Virginia Beach, VA",(757) 428-6656
Virginia Beach,"David K. Foster, DDS, MAGD", http://www.davidkfosterdds.com/,"Virginia Beach, VA",757-340-8852
Virginia Beach,VB Cosmetic Dentistry, http://vbcosmeticdentist.com/,"Virginia Beach, VA",757-631-9200
Bellevue,Lynn Jones. DDS, http://www.yourbestsmile.net/,"Bellevue, WA",(425) 688-1345
Bellevue,Brookside Dental, http://www.brooksidedental.com/,"Bellevue, WA",(425) 643-2818
Bellevue,Ana Bella Family and Cosmetic Dentistry, http://www.anabelladentistry.com/,"Bellevue, WA",425-454-3221
Bellevue,"Sherman Ely, DDS, PS", http://www.elydentist.com/,"Bellevue, WA",(425) 454-3833
Bellevue,Man Sunwoo, http://www.bellevuedentalexcellence.com/,"Bellevue, WA",(425) 378-1600
